"A-4"|"No "|"35125443"|"57413981"
"A-2"|"Yes"|"35125443"|"57413982"
"A-4"|"Yes"|"35125442"|"57414101"
"A-4"|"Yes"|"35125441"|"57414100"
"A-4"|"Yes"|"35125440"|"57414099"
"A-4"|"Yes"|"35125439"|"57414098"
"A-8"|"Yes"|"35125438"|"57413980"
"A-8"|"Yes"|"35125437"|"57414247"
"A-2"|"No "|"35125436"|"57414475"
"A-4"|"Yes"|"35125436"|"57414476"
"A-2"|"No "|"35125435"|"57413975"
"A-4"|"Yes"|"35125435"|"57413976"
"A-4"|"Yes"|"35125434"|"57414241"
"A-2"|"No "|"35125434"|"57414242"
"A-2"|"No "|"35125433"|"57414243"
"A-2-4"|"No "|"35125433"|"57414244"
"A-1-b"|"Yes"|"35125433"|"57414245"
"A-4"|"No "|"35125433"|"57414246"
"A-4"|"No "|"35125432"|"57414477"
"A-2"|"No "|"35125432"|"57414478"
"A-2-4"|"Yes"|"35125432"|"57414479"
"A-2"|"No "|"35125431"|"57414473"
"A-4"|"Yes"|"35125431"|"57414474"
"A-8"|"Yes"|"35125430"|"57414376"
"A-8"|"Yes"|"35125429"|"57414783"
"A-1"|"No "|"35125428"|"57413977"
"A-2"|"No "|"35125428"|"57413978"
"A-1-b"|"Yes"|"35125428"|"57413979"
"A-8"|"Yes"|"35125427"|"57414912"
"A-1"|"No "|"35125426"|"57413971"
"A-2"|"No "|"35125426"|"57413972"
"A-2-4"|"Yes"|"35125426"|"57413973"
"A-1-b"|"No "|"35125426"|"57413974"
"A-2"|"No "|"35125425"|"57414238"
"A-4"|"No "|"35125425"|"57414239"
"A-2-4"|"Yes"|"35125425"|"57414240"
"A-4"|"Yes"|"35125424"|"57414236"
"A-2"|"No "|"35125424"|"57414237"
"A-2"|"No "|"35125423"|"57414096"
"A-4"|"Yes"|"35125423"|"57414097"
"A-2-4"|"Yes"|"35125422"|"57414093"
"A-2"|"No "|"35125422"|"57414094"
"A-4"|"No "|"35125422"|"57414095"
"A-4"|"Yes"|"35125421"|"57414091"
"A-2"|"No "|"35125421"|"57414092"
"A-2"|"No "|"35125420"|"57414089"
"A-4"|"Yes"|"35125420"|"57414090"
"A-8"|"Yes"|"35125766"|"57414632"
"A-2"|"No "|"35125765"|"57414799"
